OrderID,CustomerID,CustomerName,City,State,Product,Category,Quantity,Price,Discount,Sales,Profit,OrderDate
ORD00713,CUST0707,Vihaan Kumar,Chennai,Tamil Nadu,Speaker,Electronics,3,24654,0,73962,21360.95,2025-01-22
ORD00714,CUST0749,Sai Jogi,Ahmedabad,Gujarat,USB Cable,Accessories,1,12227,5,12227,2430.46,2025-04-19
ORD00715,CUST0340,Shivani Jogi,Mumbai,Maharashtra,USB Cable,Accessories,5,22269,0,111345,16381.42,2025-09-02
ORD00716,CUST0053,Sai Verma,Pune,Maharashtra,Printer,Office,4,1165,10,4660,1193.74,2025-01-17
ORD00717,CUST0827,Meera Kumar,Pune,Maharashtra,Monitor,Electronics,2,33942,5,67884,13904.83,2025-07-27
ORD00718,CUST0501,Vivaan Sharma,Pune,Maharashtra,USB Cable,Accessories,1,6202,0,6202,513.09,2025-08-06
ORD00719,CUST0462,Vihaan Gupta,Hyderabad,Telangana,Keyboard,Accessories,2,47150,10,94300,9807.24,2025-02-12
ORD00720,CUST0405,Meera Verma,Delhi,Delhi,Monitor,Electronics,4,43807,5,175228,49357.08,2025-03-20
ORD00721,CUST0138,Kiran Yadav,Bangalore,Karnataka,Mouse,Accessories,2,22460,10,44920,10271.56,2025-04-11
ORD00722,CUST0303,Meera Naidu,Kolkata,West Bengal,Monitor,Electronics,3,28082,0,84246,11239.13,2025-04-14
ORD00723,CUST0496,Vihaan Singh,Bangalore,Karnataka,Webcam,Accessories,1,28691,0,28691,7449.4,2025-03-03
ORD00724,CUST0536,Shivani Sharma,Delhi,Delhi,Mouse,Accessories,2,20144,20,40288,11251.59,2025-09-17
ORD00725,CUST0998,Rohan Reddy,Pune,Maharashtra,USB Cable,Accessories,4,6505,15,26020,2459.01,2025-02-20
ORD00726,CUST0407,Rohan Sharma,Kolkata,West Bengal,Headphones,Accessories,3,17665,20,52995,9241.96,2025-01-21
ORD00727,CUST0886,Arjun Kumar,Mumbai,Maharashtra,Laptop,Electronics,5,19470,15,97350,9660.88,2025-03-21
ORD00728,CUST0668,Kiran Sharma,Hyderabad,Telangana,USB Cable,Accessories,3,48471,10,145413,12788.08,2025-05-24
ORD00729,CUST0825,Arjun Sharma,Pune,Maharashtra,USB Cable,Accessories,1,29060,15,29060,8185.74,2025-01-17
ORD00730,CUST0200,Shivani Naidu,Mumbai,Maharashtra,Monitor,Electronics,3,22486,20,67458,16185.2,2025-11-06
ORD00731,CUST0678,Sai Singh,Bangalore,Karnataka,Printer,Office,2,28257,0,56514,13596.01,2025-03-03
ORD00732,CUST0667,Diya Yadav,Delhi,Delhi,Mouse,Accessories,4,40965,20,163860,14700.08,2025-01-21
ORD00733,CUST0286,Sneha Reddy,Delhi,Delhi,Headphones,Accessories,2,18269,5,36538,9710.27,2025-07-22
ORD00734,CUST0792,Aarav Naidu,Ahmedabad,Gujarat,USB Cable,Accessories,5,41980,10,209900,27775.44,2025-11-26
ORD00735,CUST0283,Sai Gupta,Delhi,Delhi,Printer,Office,3,10741,0,32223,7999.8,2025-08-14
ORD00736,CUST0898,Diya Naidu,Pune,Maharashtra,Keyboard,Accessories,2,13900,10,27800,8017.21,2025-07-20
ORD00737,CUST0852,Rahul Singh,Hyderabad,Telangana,USB Cable,Accessories,1,18742,0,18742,5500.57,2025-05-09
ORD00738,CUST0382,Ananya Patel,Pune,Maharashtra,Headphones,Accessories,4,31069,20,124276,34819.37,2025-03-07
ORD00739,CUST0973,Diya Kumar,Chennai,Tamil Nadu,Keyboard,Accessories,5,4497,20,22485,2532.43,2025-07-06
ORD00740,CUST0521,Shivani Sharma,Bangalore,Karnataka,Monitor,Electronics,4,47358,10,189432,24768.34,2025-02-02
ORD00741,CUST0152,Sneha Verma,Kolkata,West Bengal,Tablet,Electronics,3,16994,5,50982,13171.12,2025-02-02
ORD00742,CUST0899,Shivani Naidu,Chennai,Tamil Nadu,Laptop,Electronics,5,15977,0,79885,15197.73,2025-08-03
ORD00743,CUST0413,Shivani Kumar,Ahmedabad,Gujarat,Keyboard,Accessories,2,11776,10,23552,5655.82,2025-06-09
ORD00744,CUST0912,Vihaan Patel,Kolkata,West Bengal,Monitor,Electronics,5,35113,20,175565,51354.0,2025-02-19
ORD00745,CUST0768,Vivaan Gupta,Hyderabad,Telangana,Speaker,Electronics,2,45524,5,91048,26971.22,2025-09-19
ORD00746,CUST0117,Sai Naidu,Hyderabad,Telangana,Mouse,Accessories,2,34226,5,68452,8803.79,2025-09-16
ORD00747,CUST0987,Rohan Naidu,Chennai,Tamil Nadu,Headphones,Accessories,3,38563,10,115689,19105.66,2025-11-24
ORD00748,CUST0469,Vivaan Gupta,Pune,Maharashtra,Monitor,Electronics,5,10735,0,53675,7671.1,2025-01-25
ORD00749,CUST0195,Priya Jogi,Bangalore,Karnataka,Headphones,Accessories,5,49643,5,248215,24423.34,2025-08-07
ORD00750,CUST0457,Sai Patel,Delhi,Delhi,Tablet,Electronics,1,44958,20,44958,10609.52,2025-04-09
ORD00751,CUST0348,Diya Yadav,Delhi,Delhi,Keyboard,Accessories,3,48627,5,145881,13652.05,2025-08-26
ORD00752,CUST0730,Arjun Gupta,Kolkata,West Bengal,Headphones,Accessories,1,5695,15,5695,1361.78,2025-11-24
ORD00753,CUST0384,Priya Jogi,Bangalore,Karnataka,Tablet,Electronics,1,11626,15,11626,3047.48,2025-01-04
ORD00754,CUST0891,Sneha Patel,Bangalore,Karnataka,Printer,Office,4,4501,10,18004,4878.15,2025-02-12
ORD00755,CUST0680,Rohan Verma,Hyderabad,Telangana,USB Cable,Accessories,3,2829,20,8487,2403.06,2025-08-05
ORD00756,CUST0121,Rahul Kumar,Delhi,Delhi,Monitor,Electronics,2,17942,20,35884,7911.24,2025-10-07
ORD00757,CUST0270,Priya Gupta,Chennai,Tamil Nadu,Webcam,Accessories,3,3434,20,10302,2676.81,2025-10-16
ORD00758,CUST0948,Rahul Kumar,Hyderabad,Telangana,Speaker,Electronics,2,5519,10,11038,2432.53,2025-09-28
ORD00759,CUST0842,Shivani Jogi,Mumbai,Maharashtra,Keyboard,Accessories,4,12124,20,48496,10467.24,2025-06-10
ORD00760,CUST0453,Ananya Gupta,Kolkata,West Bengal,Laptop,Electronics,5,24003,15,120015,24215.25,2025-04-25
ORD00761,CUST0117,Sai Naidu,Hyderabad,Telangana,Mouse,Accessories,4,44825,0,179300,44210.57,2025-11-18
ORD00762,CUST0287,Shivani Reddy,Bangalore,Karnataka,USB Cable,Accessories,5,22457,15,112285,19641.23,2025-05-10
ORD00763,CUST0518,Sneha Kumar,Pune,Maharashtra,Mouse,Accessories,1,38771,10,38771,6795.4,2025-12-08
ORD00764,CUST0387,Ananya Gupta,Pune,Maharashtra,Speaker,Electronics,2,46362,20,92724,15415.01,2025-11-18
ORD00765,CUST0999,Aarav Patel,Chennai,Tamil Nadu,Laptop,Electronics,1,546,10,546,135.6,2025-07-30
ORD00766,CUST0140,Rahul Naidu,Delhi,Delhi,Printer,Office,3,43724,0,131172,39031.32,2025-06-15
ORD00767,CUST0882,Aditya Sharma,Mumbai,Maharashtra,USB Cable,Accessories,3,40632,10,121896,13462.83,2025-01-04
ORD00768,CUST0043,Shivani Naidu,Ahmedabad,Gujarat,Printer,Office,2,30395,0,60790,15327.63,2025-02-17
ORD00769,CUST0848,Sneha Gupta,Kolkata,West Bengal,Printer,Office,4,37962,0,151848,42001.91,2025-04-24
ORD00770,CUST0048,Sneha Sharma,Bangalore,Karnataka,Printer,Office,4,45101,15,180404,29387.86,2025-03-31
ORD00771,CUST0240,Rahul Patel,Pune,Maharashtra,Printer,Office,4,47028,15,188112,52271.18,2025-07-04
ORD00772,CUST0671,Meera Verma,Chennai,Tamil Nadu,Headphones,Accessories,5,2840,5,14200,2540.09,2025-08-10
ORD00773,CUST0879,Sai Singh,Kolkata,West Bengal,Mouse,Accessories,3,30581,15,91743,12002.74,2025-05-29
ORD00774,CUST0070,Vivaan Yadav,Hyderabad,Telangana,USB Cable,Accessories,4,37922,15,151688,25038.91,2025-03-02
ORD00775,CUST0830,Rahul Singh,Mumbai,Maharashtra,USB Cable,Accessories,4,33990,0,135960,28947.57,2025-06-12
ORD00776,CUST0554,Diya Naidu,Mumbai,Maharashtra,Keyboard,Accessories,4,46184,15,184736,31871.22,2025-11-20
ORD00777,CUST0948,Rahul Kumar,Hyderabad,Telangana,Printer,Office,1,28765,10,28765,4864.41,2025-04-20
ORD00778,CUST0893,Shivani Patel,Ahmedabad,Gujarat,Keyboard,Accessories,3,22261,20,66783,6861.76,2025-12-11
ORD00779,CUST0360,Aditya Sharma,Chennai,Tamil Nadu,Headphones,Accessories,2,44310,20,88620,24107.56,2025-02-02
ORD00780,CUST0178,Meera Singh,Mumbai,Maharashtra,Webcam,Accessories,2,40164,15,80328,21949.31,2025-06-17
ORD00781,CUST0509,Vivaan Naidu,Chennai,Tamil Nadu,Headphones,Accessories,2,20848,20,41696,12046.09,2025-07-28
ORD00782,CUST0058,Priya Yadav,Hyderabad,Telangana,Mouse,Accessories,1,42450,10,42450,7863.29,2025-12-19
ORD00783,CUST0582,Arjun Jogi,Kolkata,West Bengal,Webcam,Accessories,3,47382,20,142146,25969.41,2025-05-28
ORD00784,CUST0299,Rohan Patel,Delhi,Delhi,Laptop,Electronics,2,5176,20,10352,1381.22,2025-02-19
ORD00785,CUST0815,Priya Gupta,Hyderabad,Telangana,Keyboard,Accessories,1,27594,10,27594,7621.35,2025-05-25
ORD00786,CUST0985,Aarav Sharma,Hyderabad,Telangana,Tablet,Electronics,5,7059,15,35295,4278.18,2025-02-26
ORD00787,CUST0801,Meera Kumar,Bangalore,Karnataka,Headphones,Accessories,3,36499,10,109497,24281.3,2025-05-29
ORD00788,CUST0501,Vivaan Sharma,Pune,Maharashtra,Mouse,Accessories,5,24693,20,123465,12747.66,2025-09-17
ORD00789,CUST0773,Diya Reddy,Bangalore,Karnataka,USB Cable,Accessories,4,32862,0,131448,20164.2,2025-01-25
ORD00790,CUST0577,Priya Jogi,Mumbai,Maharashtra,USB Cable,Accessories,2,35821,20,71642,6189.77,2025-07-11
ORD00791,CUST0063,Vivaan Gupta,Delhi,Delhi,Headphones,Accessories,2,15693,0,31386,4701.61,2025-04-16
ORD00792,CUST0990,Diya Jogi,Delhi,Delhi,Keyboard,Accessories,2,3301,20,6602,597.96,2025-09-09
ORD00793,CUST0575,Rahul Patel,Bangalore,Karnataka,Printer,Office,3,44975,20,134925,29572.12,2025-11-04
ORD00794,CUST0965,Diya Patel,Delhi,Delhi,Laptop,Electronics,5,48909,20,244545,70184.7,2025-01-11
ORD00795,CUST0272,Arjun Gupta,Pune,Maharashtra,Printer,Office,4,23630,5,94520,18992.66,2025-04-06
ORD00796,CUST0626,Rohan Sharma,Mumbai,Maharashtra,USB Cable,Accessories,3,8685,10,26055,6750.56,2025-04-22
ORD00797,CUST0520,Ananya Verma,Chennai,Tamil Nadu,Monitor,Electronics,3,10082,15,30246,8554.3,2025-04-08
ORD00798,CUST0345,Priya Jogi,Pune,Maharashtra,Printer,Office,2,9387,5,18774,1576.42,2025-02-28
ORD00799,CUST0741,Vihaan Sharma,Kolkata,West Bengal,Mouse,Accessories,2,17759,15,35518,6149.02,2025-02-28
ORD00800,CUST0421,Diya Singh,Pune,Maharashtra,Webcam,Accessories,1,27610,20,27610,6814.19,2025-07-30
ORD00801,CUST0265,Priya Naidu,Chennai,Tamil Nadu,Laptop,Electronics,2,48617,20,97234,9937.73,2025-10-30
ORD00802,CUST0108,Shivani Naidu,Kolkata,West Bengal,Mouse,Accessories,1,38732,0,38732,9471.02,2025-04-05
ORD00803,CUST0634,Diya Jogi,Kolkata,West Bengal,Webcam,Accessories,2,31587,15,63174,8549.5,2025-10-26
ORD00804,CUST0042,Shivani Sharma,Bangalore,Karnataka,Monitor,Electronics,4,48011,5,192044,46769.64,2025-04-03
ORD00805,CUST0333,Meera Yadav,Bangalore,Karnataka,Laptop,Electronics,2,16355,10,32710,8934.36,2025-02-25
ORD00806,CUST0947,Sai Reddy,Ahmedabad,Gujarat,Keyboard,Accessories,4,36609,20,146436,14101.33,2025-02-19
ORD00807,CUST0624,Aditya Jogi,Pune,Maharashtra,Mouse,Accessories,1,29708,10,29708,3745.38,2025-02-24
ORD00808,CUST0111,Rahul Singh,Mumbai,Maharashtra,Printer,Office,3,8556,10,25668,3186.09,2025-06-05
ORD00809,CUST0495,Priya Yadav,Mumbai,Maharashtra,Laptop,Electronics,4,20919,15,83676,8027.54,2025-04-03
ORD00810,CUST0793,Ananya Singh,Ahmedabad,Gujarat,Tablet,Electronics,1,11881,10,11881,1404.4,2025-08-13
ORD00811,CUST0339,Priya Sharma,Chennai,Tamil Nadu,Printer,Office,4,31852,0,127408,33411.98,2025-01-26
ORD00812,CUST0845,Sai Naidu,Chennai,Tamil Nadu,Printer,Office,5,14519,5,72595,13496.34,2025-09-26
ORD00813,CUST0465,Arjun Naidu,Delhi,Delhi,USB Cable,Accessories,3,36091,5,108273,26858.32,2025-06-15
ORD00814,CUST0500,Sai Yadav,Bangalore,Karnataka,Webcam,Accessories,4,32723,20,130892,35349.7,2025-01-16
ORD00815,CUST0302,Sneha Yadav,Pune,Maharashtra,Laptop,Electronics,3,28317,20,84951,18100.58,2025-03-08
ORD00816,CUST0846,Priya Verma,Hyderabad,Telangana,Tablet,Electronics,2,9415,0,18830,1540.13,2025-06-04
ORD00817,CUST0565,Shivani Naidu,Hyderabad,Telangana,Keyboard,Accessories,5,19944,15,99720,9201.44,2025-07-29
ORD00818,CUST0083,Shivani Kumar,Pune,Maharashtra,Webcam,Accessories,5,31057,10,155285,23229.8,2025-12-25
ORD00819,CUST0656,Vivaan Patel,Bangalore,Karnataka,Headphones,Accessories,1,31541,5,31541,4115.99,2025-07-06
ORD00820,CUST0289,Sai Gupta,Bangalore,Karnataka,Keyboard,Accessories,4,39640,20,158560,16180.79,2025-05-03
ORD00821,CUST0413,Shivani Kumar,Ahmedabad,Gujarat,Printer,Office,3,36490,20,109470,13928.8,2025-11-18
ORD00822,CUST0358,Rohan Gupta,Bangalore,Karnataka,Mouse,Accessories,4,7085,20,28340,8128.15,2025-12-21
ORD00823,CUST0035,Rohan Kumar,Pune,Maharashtra,Tablet,Electronics,1,19398,20,19398,5658.24,2025-07-13
ORD00824,CUST0601,Shivani Yadav,Chennai,Tamil Nadu,Mouse,Accessories,4,44034,10,176136,49471.01,2025-06-11
ORD00825,CUST0087,Diya Patel,Chennai,Tamil Nadu,Webcam,Accessories,5,14976,0,74880,7555.14,2025-07-29
ORD00826,CUST0490,Vihaan Naidu,Mumbai,Maharashtra,Monitor,Electronics,1,653,0,653,119.8,2025-06-16
ORD00827,CUST0067,Rohan Kumar,Kolkata,West Bengal,Laptop,Electronics,3,24598,20,73794,19423.41,2025-08-03
ORD00828,CUST0675,Sneha Jogi,Ahmedabad,Gujarat,Laptop,Electronics,2,15573,20,31146,5234.4,2025-05-01
ORD00829,CUST0987,Rohan Naidu,Chennai,Tamil Nadu,Headphones,Accessories,1,6550,20,6550,1025.93,2025-11-15
ORD00830,CUST0287,Shivani Reddy,Bangalore,Karnataka,USB Cable,Accessories,1,32481,20,32481,2674.5,2025-04-21
ORD00831,CUST0930,Sai Gupta,Mumbai,Maharashtra,Laptop,Electronics,2,28772,15,57544,12014.88,2025-08-09
ORD00832,CUST0594,Arjun Reddy,Kolkata,West Bengal,Speaker,Electronics,2,13064,20,26128,3171.41,2025-07-26
ORD00833,CUST0267,Ananya Reddy,Chennai,Tamil Nadu,Tablet,Electronics,4,33357,0,133428,14238.4,2025-08-17
ORD00834,CUST0256,Ananya Verma,Pune,Maharashtra,Printer,Office,2,33560,10,67120,15321.27,2025-09-03
ORD00835,CUST0643,Aarav Patel,Mumbai,Maharashtra,Monitor,Electronics,3,35102,0,105306,29941.73,2025-02-12
ORD00836,CUST0524,Priya Yadav,Hyderabad,Telangana,Mouse,Accessories,4,33180,0,132720,23016.27,2025-05-19
ORD00837,CUST0293,Sneha Yadav,Ahmedabad,Gujarat,Headphones,Accessories,2,42530,0,85060,10082.95,2025-08-26
ORD00838,CUST0035,Rohan Kumar,Pune,Maharashtra,Keyboard,Accessories,5,29134,0,145670,26047.66,2025-02-20
ORD00839,CUST0473,Priya Yadav,Delhi,Delhi,Webcam,Accessories,1,8471,0,8471,1419.94,2025-01-03
ORD00840,CUST0236,Aarav Kumar,Chennai,Tamil Nadu,Monitor,Electronics,2,25194,5,50388,5128.22,2025-07-09
ORD00841,CUST0599,Vivaan Singh,Pune,Maharashtra,Printer,Office,3,7344,20,22032,5834.13,2025-09-13
ORD00842,CUST0232,Ananya Reddy,Hyderabad,Telangana,Tablet,Electronics,1,5522,15,5522,1380.83,2025-07-13
ORD00843,CUST0257,Arjun Sharma,Mumbai,Maharashtra,Speaker,Electronics,1,39787,15,39787,3367.22,2025-01-19
ORD00844,CUST0329,Ananya Yadav,Chennai,Tamil Nadu,Headphones,Accessories,3,16385,15,49155,4279.27,2025-07-11
ORD00845,CUST0109,Meera Reddy,Hyderabad,Telangana,Keyboard,Accessories,5,18755,0,93775,26602.24,2025-05-15
ORD00846,CUST0791,Arjun Kumar,Hyderabad,Telangana,Monitor,Electronics,3,37227,0,111681,13225.75,2025-10-24
ORD00847,CUST0723,Aarav Jogi,Bangalore,Karnataka,Mouse,Accessories,5,19333,5,96665,13114.89,2025-09-14
ORD00848,CUST0138,Kiran Yadav,Bangalore,Karnataka,Mouse,Accessories,2,1117,20,2234,316.04,2025-03-09
ORD00849,CUST0315,Aarav Yadav,Bangalore,Karnataka,Webcam,Accessories,4,13187,15,52748,13428.23,2025-08-12
ORD00850,CUST0795,Rahul Yadav,Chennai,Tamil Nadu,Monitor,Electronics,3,1501,15,4503,440.42,2025-09-21
ORD00851,CUST0079,Sneha Yadav,Mumbai,Maharashtra,Keyboard,Accessories,3,48703,5,146109,40827.02,2025-12-31
ORD00852,CUST0249,Meera Yadav,Pune,Maharashtra,Monitor,Electronics,4,10649,15,42596,4736.24,2025-12-04
ORD00853,CUST0391,Aarav Jogi,Delhi,Delhi,Webcam,Accessories,4,20414,5,81656,11152.74,2025-05-30
ORD00854,CUST0298,Sai Gupta,Delhi,Delhi,Mouse,Accessories,4,45644,15,182576,49539.74,2025-05-16
ORD00855,CUST0761,Ananya Patel,Chennai,Tamil Nadu,Mouse,Accessories,4,16836,10,67344,18344.37,2025-11-15
ORD00856,CUST0551,Sneha Patel,Kolkata,West Bengal,Mouse,Accessories,1,25672,5,25672,3829.56,2025-03-27
ORD00857,CUST0735,Aditya Sharma,Delhi,Delhi,Tablet,Electronics,3,21673,5,65019,15888.23,2025-07-20
ORD00858,CUST0155,Arjun Kumar,Hyderabad,Telangana,Headphones,Accessories,2,47675,15,95350,25694.49,2025-07-19
ORD00859,CUST0584,Shivani Verma,Chennai,Tamil Nadu,Tablet,Electronics,5,6502,5,32510,6608.54,2025-03-07
ORD00860,CUST0234,Aditya Gupta,Pune,Maharashtra,Speaker,Electronics,1,9999,5,9999,2798.97,2025-04-02
ORD00861,CUST0901,Kiran Kumar,Hyderabad,Telangana,Mouse,Accessories,4,15749,10,62996,6339.47,2025-11-14
ORD00862,CUST0969,Arjun Naidu,Kolkata,West Bengal,Webcam,Accessories,2,26898,15,53796,13513.69,2025-01-30
ORD00863,CUST0331,Sai Patel,Mumbai,Maharashtra,Keyboard,Accessories,2,33692,0,67384,12265.31,2025-03-20
ORD00864,CUST0272,Arjun Gupta,Pune,Maharashtra,Webcam,Accessories,5,38050,15,190250,40967.43,2025-08-21
ORD00865,CUST0125,Aditya Jogi,Mumbai,Maharashtra,Keyboard,Accessories,3,29989,5,89967,23837.1,2025-01-08
ORD00866,CUST0298,Sai Gupta,Delhi,Delhi,USB Cable,Accessories,1,11577,10,11577,3303.39,2025-03-07
ORD00867,CUST0368,Kiran Verma,Hyderabad,Telangana,Keyboard,Accessories,5,2146,0,10730,1107.05,2025-05-28
ORD00868,CUST0477,Rahul Gupta,Ahmedabad,Gujarat,Webcam,Accessories,4,19464,15,77856,21566.39,2025-02-11
ORD00869,CUST0335,Rahul Jogi,Ahmedabad,Gujarat,Headphones,Accessories,5,38576,0,192880,37329.82,2025-06-08
ORD00870,CUST0056,Priya Sharma,Pune,Maharashtra,USB Cable,Accessories,2,6434,5,12868,3689.73,2025-10-26
ORD00871,CUST0469,Vivaan Gupta,Pune,Maharashtra,Mouse,Accessories,2,11384,20,22768,2963.85,2025-08-22
ORD00872,CUST0899,Shivani Naidu,Chennai,Tamil Nadu,Headphones,Accessories,5,11745,20,58725,13821.55,2025-04-24
ORD00873,CUST0530,Kiran Singh,Pune,Maharashtra,USB Cable,Accessories,1,34706,20,34706,9682.16,2025-09-18
ORD00874,CUST0762,Sneha Naidu,Bangalore,Karnataka,Printer,Office,4,44118,20,176472,49291.33,2025-02-17
ORD00875,CUST0030,Rohan Patel,Delhi,Delhi,Headphones,Accessories,3,45302,10,135906,18384.38,2025-09-10
ORD00876,CUST0375,Priya Naidu,Pune,Maharashtra,Headphones,Accessories,2,42080,10,84160,23608.34,2025-10-22
ORD00877,CUST0780,Arjun Kumar,Delhi,Delhi,Headphones,Accessories,3,46581,0,139743,20290.37,2025-03-11
ORD00878,CUST0695,Arjun Jogi,Kolkata,West Bengal,Mouse,Accessories,4,47119,20,188476,31052.55,2025-12-15
ORD00879,CUST0943,Ananya Gupta,Kolkata,West Bengal,Monitor,Electronics,5,5596,0,27980,5238.53,2025-01-18
ORD00880,CUST0948,Rahul Kumar,Hyderabad,Telangana,Webcam,Accessories,4,22335,0,89340,9929.87,2025-10-29
ORD00881,CUST0895,Shivani Reddy,Bangalore,Karnataka,Webcam,Accessories,5,23050,5,115250,25758.9,2025-03-25
ORD00882,CUST0562,Arjun Reddy,Mumbai,Maharashtra,USB Cable,Accessories,3,39132,5,117396,28651.9,2025-04-06
ORD00883,CUST0794,Ananya Reddy,Chennai,Tamil Nadu,Printer,Office,1,15177,0,15177,3145.55,2025-08-01
ORD00884,CUST0438,Meera Jogi,Chennai,Tamil Nadu,USB Cable,Accessories,5,12216,0,61080,16290.79,2025-01-24
ORD00885,CUST0748,Kiran Yadav,Kolkata,West Bengal,Laptop,Electronics,1,27945,20,27945,5089.06,2025-07-31
ORD00886,CUST0115,Diya Singh,Chennai,Tamil Nadu,Monitor,Electronics,1,18445,5,18445,2228.67,2025-07-17
ORD00887,CUST0749,Sai Jogi,Ahmedabad,Gujarat,Monitor,Electronics,5,22886,0,114430,26707.46,2025-07-07
ORD00888,CUST0151,Ananya Reddy,Kolkata,West Bengal,Speaker,Electronics,2,31330,20,62660,5073.46,2025-01-26
ORD00889,CUST0170,Rohan Verma,Chennai,Tamil Nadu,Mouse,Accessories,3,47009,15,141027,20026.48,2025-03-23
ORD00890,CUST0807,Aditya Yadav,Bangalore,Karnataka,Laptop,Electronics,3,45095,15,135285,30568.87,2025-06-09
ORD00891,CUST0367,Shivani Gupta,Chennai,Tamil Nadu,USB Cable,Accessories,4,5650,0,22600,4645.05,2025-10-10
ORD00892,CUST0877,Arjun Kumar,Chennai,Tamil Nadu,Laptop,Electronics,1,48156,5,48156,6554.43,2025-02-07
ORD00893,CUST0717,Rahul Singh,Ahmedabad,Gujarat,Webcam,Accessories,1,10177,5,10177,1851.11,2025-03-02
ORD00894,CUST0815,Priya Gupta,Hyderabad,Telangana,Laptop,Electronics,3,30690,10,92070,26157.67,2025-05-18
ORD00895,CUST0362,Shivani Gupta,Bangalore,Karnataka,Mouse,Accessories,2,30377,20,60754,12928.1,2025-05-28
ORD00896,CUST0667,Diya Yadav,Delhi,Delhi,Speaker,Electronics,4,17171,10,68684,7492.77,2025-10-30
ORD00897,CUST0611,Vihaan Reddy,Hyderabad,Telangana,Monitor,Electronics,4,31914,15,127656,32896.38,2025-09-17
ORD00898,CUST0045,Meera Naidu,Pune,Maharashtra,USB Cable,Accessories,4,28714,5,114856,27885.89,2025-12-22
ORD00899,CUST0804,Sai Gupta,Ahmedabad,Gujarat,Headphones,Accessories,1,26048,0,26048,6061.63,2025-07-09
ORD00900,CUST0483,Kiran Reddy,Kolkata,West Bengal,USB Cable,Accessories,2,14468,0,28936,7011.91,2025-11-30
ORD00901,CUST0254,Aditya Kumar,Chennai,Tamil Nadu,Headphones,Accessories,1,36130,20,36130,6553.44,2025-10-05
ORD00902,CUST0265,Priya Naidu,Chennai,Tamil Nadu,Headphones,Accessories,3,47995,20,143985,40327.78,2025-12-05
ORD00903,CUST0406,Diya Naidu,Hyderabad,Telangana,Mouse,Accessories,3,981,0,2943,813.88,2025-08-12
ORD00904,CUST0558,Sneha Jogi,Mumbai,Maharashtra,Headphones,Accessories,4,4152,10,16608,4954.22,2025-06-01
ORD00905,CUST0451,Aditya Reddy,Bangalore,Karnataka,Keyboard,Accessories,3,25945,10,77835,8128.42,2025-09-12
ORD00906,CUST0241,Diya Naidu,Chennai,Tamil Nadu,USB Cable,Accessories,4,14895,0,59580,16796.17,2025-02-18
ORD00907,CUST0220,Aarav Jogi,Ahmedabad,Gujarat,Webcam,Accessories,2,1637,0,3274,402.98,2025-10-25
ORD00908,CUST0983,Rahul Reddy,Pune,Maharashtra,Printer,Office,2,48003,20,96006,19465.48,2025-07-01
ORD00909,CUST0232,Ananya Reddy,Hyderabad,Telangana,USB Cable,Accessories,1,24062,5,24062,7009.04,2025-07-01
ORD00910,CUST0803,Sneha Singh,Chennai,Tamil Nadu,Printer,Office,2,39723,15,79446,22312.93,2025-07-22
ORD00911,CUST0442,Ananya Verma,Bangalore,Karnataka,Webcam,Accessories,1,22399,20,22399,2477.53,2025-12-14
ORD00912,CUST0446,Rohan Gupta,Chennai,Tamil Nadu,Printer,Office,1,32614,10,32614,4265.42,2025-02-06
ORD00913,CUST0278,Shivani Patel,Chennai,Tamil Nadu,Laptop,Electronics,2,47826,0,95652,23797.7,2025-10-26
ORD00914,CUST0978,Meera Reddy,Delhi,Delhi,Printer,Office,5,34676,10,173380,42557.56,2025-12-01
ORD00915,CUST0377,Aditya Kumar,Bangalore,Karnataka,Mouse,Accessories,4,12873,5,51492,10940.4,2025-12-22
ORD00916,CUST0342,Rahul Verma,Ahmedabad,Gujarat,Keyboard,Accessories,2,35103,10,70206,19127.51,2025-10-18
ORD00917,CUST0105,Sai Gupta,Mumbai,Maharashtra,Tablet,Electronics,1,22157,15,22157,1800.73,2025-12-03
ORD00918,CUST0524,Priya Yadav,Hyderabad,Telangana,Tablet,Electronics,2,13434,20,26868,3122.18,2025-03-27
ORD00919,CUST0532,Sai Jogi,Bangalore,Karnataka,Speaker,Electronics,5,9365,5,46825,6082.71,2025-11-17
ORD00920,CUST0829,Shivani Patel,Chennai,Tamil Nadu,Printer,Office,2,43572,20,87144,21721.54,2025-04-27
ORD00921,CUST0464,Rohan Sharma,Ahmedabad,Gujarat,Keyboard,Accessories,4,33701,5,134804,34251.15,2025-04-10
ORD00922,CUST0199,Sai Yadav,Kolkata,West Bengal,Headphones,Accessories,1,24871,0,24871,5672.6,2025-03-26
ORD00923,CUST0102,Sneha Naidu,Kolkata,West Bengal,Tablet,Electronics,1,15344,15,15344,1442.01,2025-11-22
ORD00924,CUST0716,Aditya Singh,Kolkata,West Bengal,Laptop,Electronics,1,21632,10,21632,1769.4,2025-12-07
ORD00925,CUST0538,Vihaan Patel,Bangalore,Karnataka,Laptop,Electronics,5,44044,5,220220,37326.93,2025-06-01
ORD00926,CUST0197,Shivani Singh,Pune,Maharashtra,Mouse,Accessories,5,17743,10,88715,22513.36,2025-07-07
ORD00927,CUST0632,Sai Naidu,Ahmedabad,Gujarat,Monitor,Electronics,3,20212,5,60636,17698.01,2025-09-26
